"Extension","Description","Category","Format","Programming Language","Program Support"
".sql","A SQL file contains Structured Query Language (SQL), which is a language used to access and modify information in a database. It stores SQL statements for creating or modifying database structures, insertions, updates, deletions, or other SQL operations.","Database Files","Text","SQLPL","File Viewer Plus, MySQL, Richardson RazorSQL, Altova DatabaseSpy, Devart dbForge Studio for MySQL, Microsoft Notepad, gVim, Other text editor, MalcolmHardie Solutions SQLEditor, MacroMates TextMate, Bare Bones BBEdit, Apple TextEdit, Any text editor, File Viewer for Android"
".new","A NEW file is a G-Suite file used by G-Suite programs, including Docs, Slides, Sheets, Forms, and Sites, to create a new blank file. It does not contain any actual information; instead, it is used as a link that can be typed into a web browser to create a new blank G-Suite file that can be edited and saved by the appropriate G-Suite application.","Misc Files","N/A","Not Found","Google Chrome, Mozilla Firefox, Microsoft Edge, Apple Safari"
".avi","An AVI file is a video file saved in the Audio Video Interleave (AVI) multimedia container format created by Microsoft. It stores video and audio data that may be encoded in a variety of codecs, including DivX and XviD. AVI files can be opened by various videos players, such as Microsoft Movies & TV, Windows Media Player, and Apple QuickTime Player, which are bundled with their respective operating systems.","Video Files","Binary","Not Found","File Viewer Plus — Get it from Microsoft, Microsoft Movies & TV, Microsoft Windows Media Player, Adobe Premiere Pro 2020, CyberLink PowerDirector 365, Xilisoft Video Converter Ultimate, VideoLAN VLC media player, Nullsoft Winamp, Kodi, Apple QuickTime Player, Eltima Elmedia Player, ShedWorx Smart Converter, xine, olimsoft OPlayer, VideoLAN VLC for Mobile, Google Drive, BIT LABS Simple MP4 Video Player, Videolabs VLC for Android"
".psd","A PSD file is an image file created by Adobe Photoshop, a professional image-editing program often used to enhance digital photos and create web graphics. It is the native format used to save files in Photoshop. PSD files may include image layers, adjustment layers, layer masks, annotations, file information, keywords, and other Photoshop-specific elements. They are commonly created and shared among graphics professionals.","Raster Image Files","Binary","Not Found","File Viewer Plus — Get it from Microsoft, Adobe Photoshop 2021, Adobe Photoshop Elements 2020, Adobe Illustrator 2021, Adobe InDesign 2020, CorelDRAW Graphics Suite 2021, Corel PaintShop Pro, Corel Painter 2021, ACD Systems ACDSee Photo Studio, Canvas X, MAGIX Xara Designer Pro X, GIMP, DXTBmp, Snap Converter, Apple Preview, Pixelmator, Autodesk Pixlr, Photopea, Adobe Photoshop Express, Pixelmator 2, File Viewer for Android"
".rss","An RSS file is a Rich Site Summary file saved in an XML-based syndication format. It contains news headlines and other web content along with metadata such as the author's name and the publish date. RSS files are used by many websites for distributing information that is often updated via RSS in an efficient, text-only format.","Web Files","XML","XML","Mozilla Firefox, FeedDemon — Discontinued, RssReader, BottomFeeder, Utsire Shrook — Discontinued, NewsGator NetNewsWire, Cynical Peak Cyndicate, Bentley RAM Structural System, Nokia Carbide.c++, Nokia Symbian rcomp"
".wav","A WAV file is an audio file saved in the WAVE format, a standard digital audio file format utilized for storing waveform data. WAV files may contain audio recordings with different sampling rates and bitrates but are often saved in a 44.1 kHz, 16-bit, stereo format, which is the standard format used for CD audio.","Audio Files","Binary","Not Found","File Viewer Plus — Get it from Microsoft, Microsoft Windows Media Player, Roxio Creator NXT Pro 7, Nullsoft Winamp, VideoLAN VLC media player, Adobe Audition CC 2021, Clementine, Xilisoft Video Converter Ultimate, Apple iTunes, Apple QuickTime Player, Roxio Toast 18, Eltima Elmedia Player, XMMS, Google Drive, olimsoft OPlayer, File Viewer for Android, antvplayer Media Converter, DTS Surround Audio Suite, DTS Surround Sound Suite, Foobar2000"
".action","An ACTION file is a file written in Xcode and used by Automator, a program for creating automations in macOS. It contains a specific action that can be combined with other actions to create an automated process (these processes are saved as .WORKFLOW documents).","Executable Files","N/A","Not Found","Apple Automator"
".db","A DB file is a database file used on mobile devices such as Android, iOS, and Windows Phone 7 mobile phones. It is often used to store contacts and SMS information but may store any type of device or application data. DB files are commonly stored in an SQLite database format but may also be locked or encrypted so the user cannot see the data directly.","Database Files","Binary","Not Found","SQLite, Apple iOS, Microsoft Access 365, LibreOffice, Synopsys Design Compiler Graphical, Aryson SQLite Database Recovery, Microsoft Windows, Tencent QQ, Microsoft Skype, S.T.A.L.K.E.R. Data Unpacker"
".dat","A DAT file is a generic data file created by a specific application. It may contain data in binary or text format. DAT files are typically accessed only by the application that created them.","Data Files","Text and Binary","Not Found","Original program that created the file, Any text editor, CCleaner Professional, Recuva Professional, Defraggler Professional, Speccy Professional, Mojang Minecraft, NBTExplorer, INVedit, Referenced by Jrsoftware Inno Setup uninstaller, Microsoft Windows, File Viewer Plus, Microsoft Outlook 365, Encryptomatic Message Viewer Lite, Traction WinMail Decoder Pro, Winmail.dat Reader, Winmail.dat File Viewer Pro, File Viewer for Android, CyberLink PowerDirector 365, CyberLink PowerProducer 6, Nero 2019, GRETECH GOM Player, VideoLAN VLC media player, VCDGear, MPlayer, Ashampoo Burning Studio, Corel WinDVD Pro 12, Eltima Elmedia Player, Porteus, U.S. Nonimmigrant Visa Application, Electronic Arts SimCity 4, Electronic Arts Building Architect Tool, iLive Reader, DatGen, UndertaleModTool, Microsoft Notepad, GitHub Atom, Apple TextEdit, Vim, Microsoft Visual Studio Code, Google Chrome Text"
".do","A DO file is a web-based Java program run by a web server that supports Java, such as Tomcat or IBM WebSphere. It is typically mapped to the Struts controller, which processes the file. DO files are used for generating dynamic webpages.","Web Files","N/A","Stata","Apache Tomcat, Any web browser"
".xsl","Defines the style of text, tables, and other objects within a XML document; similar to a .CSS file used by .HTML documents; can be opened with FileMaker or any program that supports XML style sheets.","Data Files","XML","XSLT","File Viewer Plus, Microsoft Visual Studio 2019, SyncRO Soft oXygen XML Editor, Altova XMLSpy, Liquid Technologies Liquid XML Studio, FileMaker Pro Advanced, Microsoft Notepad, Other text editor, MacroMates TextMate, Bare Bones BBEdit, Any text editor"
".class","A CLASS file is a compiled .JAVA file created by the Java compiler. It contains bytecode, which is binary program code that is executable when run by a Java Virtual Machine (JVM). CLASS files are commonly bundled into .JAR files, which are included in the $CLASSPATH environment variable for execution.","Developer Files","Binary","Not Found","Oracle Java Runtime Environment, Eclipse IDE for Java Developers with JD-Eclipse plug-in, dirtyJOE, JD-GUI, Jetbrains IntelliJ IDEA, DJ Java Decompiler"
".mdb","An MDB file is a database file created by Microsoft Access, a widely-used desktop relational database program. It contains the database structure (tables and fields) and database entries (table rows). MDB files may also store data entry forms, queries, stored procedures, reports, and database security settings.","Database Files","Binary","Not Found","Microsoft Access 365, SAS Institute SAS, Wolfram Research Mathematica, Freewind MDB Converter, Microsoft Visual Studio 2019, MDB Admin, MDB Viewer Plus, MDB Viewer, Kexi, mdb-export, MDBopener.com, Avid Media Composer"
".cs","A CS file is a source code file written in C# (pronounced ""C Sharp""), an object-oriented programming language created by Microsoft for use with .NET Framework and .NET (successor to .NET Framework). It is used for developing a range of applications, from simple desktop programs to applications for distributed environments.","Developer Files","Text","Smalltalk","File Viewer Plus, Microsoft Visual Studio 2019, IC Code SharpDevelop, Adobe Dreamweaver 2020, ES-Computing EditPlus, Notepad++, MonoDevelop, Microsoft Visual Studio Code, Mono, File Viewer for Android, Sanny Builder, Rockstar Games Grand Theft Auto: San Andreas, CHROMAom ColorSchemer Studio"
".htc","File used by Internet Explorer, a common Web browser that displays the content of Web pages; contains definitions for HTML Components that define dynamic behavior within Web pages; designed to contain functions that are reusable across multiple .HTML pages; stored in plain text format.","Web Files","Text","Not Found","Microsoft Internet Explorer, MacroMates TextMate"
".mov","A MOV file is a movie file saved in the QuickTime File Format (QTFF), which is a multimedia container file format. It stores one or more tracks that store different types of media data, such as video, audio, and text (subtitles). MOV files are commonly used for saving movies and other video files.","Video Files","Binary","Not Found","File Viewer Plus — Get it from Microsoft, Microsoft Windows Media Player, Roxio Creator NXT Pro 7, CyberLink PowerDVD 20, Xilisoft Video Converter Ultimate, VideoLAN VLC media player, Axilesoft ACG Player, Adobe Premiere Rush, Apple QuickTime Player, Eltima Elmedia Player, Roxio Toast 18, Roxio Popcorn, Google Drive, olimsoft OPlayer, VideoLAN VLC for Mobile, Videolabs VLC for Android, J2 Interactive MX Player"
".tpl","A TPL file is a template file created and used by various types of applications. It saves default settings for a document's page layout, text, and other formatting. TPL files are used to create documents with a similar style and structure.","Misc Files","N/A","Smarty","Open with the program that created the template, Canvas X, Wiimms SZS Tools, SZS Modifier, CTools, Adobe Photoshop 2021, HTTP File Server, Phorum, Any text editor, MacroMates TextMate, PrestaShop, Microsoft Visual Studio Code, TatukGIS Editor"
".mpg","An MPG file is a common video file that uses a digital video format standardized by the Moving Picture Experts Group (MPEG). It stores video, audio, and metadata interleaved together. MPG files are often used for creating movies that are distributed on the Internet.","Video Files","Binary","Not Found","File Viewer Plus — Get it from Microsoft, Microsoft Windows Media Player, VideoLAN VLC media player, Nullsoft Winamp, CyberLink PowerDirector 365, CyberLink PowerDVD 20, CyberLink PowerProducer 6, Xilisoft Video Converter Ultimate, Other movie player, Apple QuickTime Player, Eltima Elmedia Player, olimsoft OPlayer, Videolabs VLC for Android"
".rdf","An RDF file is a document written in the Resource Description Framework (RDF) language, which is used to represent information about resources on the web. It contains information about a website in a structured format called metadata. RDF files may include a site map, an updates log, page descriptions, and keywords.","Settings Files","Text","XML","Mozilla Firefox, Mozilla SeaMonkey, Altova XMLSpy, SyncRO Soft oXygen XML Editor, Liquid Technologies Liquid XML Studio, ESRI ArcGIS Pro, Microsoft Excel 365, Oracle Database, ReluxSuite, CyberLink PowerProducer 6, ReDIF, Any text editor"
